ID,운동명(한글),운동명(영문),대분류,소분류,주동근,보조근,기구,운동유형,난이도
929,익스텐디드 사이드 앵글 포즈,Extended Side Angle Pose,하체,요가,대퇴사두·복사근,내전근,맨몸,Isolation,Beginner
930,게이트 포즈,Gate Pose,코어,요가,복사근,내전근,맨몸,Isolation,Beginner
931,로커스트 포즈,Locust Pose,등,요가,척추기립근,둔근·후면삼각근,맨몸,Isolation,Beginner
932,보우 포즈,Bow Pose,등,요가,척추기립근,대퇴사두,맨몸,Isolation,Intermediate
933,피쉬 포즈,Fish Pose,코어,요가,척추기립근,흉쇄유돌근,맨몸,Isolation,Intermediate
934,휠 포즈,Wheel Pose,전신,요가,척추기립근·둔근,어깨,맨몸,Compound,Advanced
935,크로우 포즈,Crow Pose,전신,요가,코어·어깨,전완근,맨몸,Compound,Advanced
936,사이드 크로우,Side Crow,전신,요가,복사근·어깨,코어,맨몸,Compound,Advanced
937,헤드스탠드,Headstand,전신,요가,어깨·코어,승모근,맨몸,Compound,Advanced
938,숄더스탠드,Shoulder Stand,전신,요가,코어,승모근,맨몸,Isolation,Intermediate
939,플라우 포즈,Plow Pose,등,요가,척추기립근,햄스트링,맨몸,Isolation,Intermediate
940,레그 업 더 월 포즈,Legs-Up-the-Wall Pose,하체,요가,햄스트링,둔근,맨몸,Isolation,Beginner
941,리클라인드 스파인 트위스트,Reclined Spinal Twist,코어,요가,복사근,둔근,맨몸,Isolation,Beginner
942,퍼피 포즈,Puppy Pose,등,요가,광배근,척추기립근,맨몸,Isolation,Beginner
943,리저드 포즈,Lizard Pose,하체,요가,고관절굴근,내전근,맨몸,Isolation,Intermediate
944,가랜드 포즈,Garland Pose,하체,요가,내전근·둔근,발목,맨몸,Isolation,Beginner
945,리버스 워리어,Reverse Warrior,하체,요가,대퇴사두·복사근,둔근,맨몸,Isolation,Beginner
946,90/90 힙 트랜지션,90/90 Hip Transition,하체,모빌리티,고관절,둔근,맨몸,Isolation,Beginner
947,힙 에어플레인,Hip Airplane,하체,모빌리티,둔근,코어,맨몸,Isolation,Advanced
948,앵클 락,Ankle Rock,하체,모빌리티,발목,비복근,맨몸,Isolation,Beginner
949,리스트 모빌리티 서클,Wrist Mobility Circle,팔,모빌리티,전완근,-,맨몸,Isolation,Beginner
950,숄더 디스로케이트,Shoulder Dislocate,어깨,모빌리티,삼각근·회전근개,승모근,밴드,Isolation,Beginner
951,스틱 패스스루,Stick Pass-Through,어깨,모빌리티,삼각근,회전근개,기타,Isolation,Beginner
952,토라식 브릿지,Thoracic Bridge,등,모빌리티,흉추기립근,어깨,맨몸,Compound,Intermediate
953,파이어 하이드런트 서클,Fire Hydrant Circle,하체,모빌리티,중둔근,대둔근,맨몸,Isolation,Beginner
954,스파이더맨 스트레치,Spider-Man Stretch,하체,모빌리티,고관절굴근,내전근,맨몸,Isolation,Beginner
955,코사크 록,Cossack Rock,하체,모빌리티,내전근,둔근,맨몸,Isolation,Beginner
956,딥 런지 위드 트위스트,Deep Lunge with Twist,전신,모빌리티,고관절굴근·흉추,햄스트링,맨몸,Compound,Beginner
957,다이나믹 카프 스트레치,Dynamic Calf Stretch,하체,모빌리티,비복근,가자미근,맨몸,Isolation,Beginner
958,라테럴 레그 스윙,Lateral Leg Swing,하체,모빌리티,내전근·중둔근,고관절,맨몸,Isolation,Beginner
959,백워드 암 서클,Backward Arm Circle,어깨,모빌리티,삼각근,회전근개,맨몸,Isolation,Beginner
960,넥 CARs,Neck CARs,목,모빌리티,경부근,승모근,맨몸,Isolation,Beginner
961,핸드 릴리즈 푸시업,Hand-Release Push-Up,가슴,중부가슴,대흉근,삼두근,맨몸,Compound,Beginner
962,힌두 푸시업,Hindu Push-Up,가슴,중부가슴,대흉근·어깨,삼두근,맨몸,Compound,Intermediate
963,다이브 바머 푸시업,Dive-Bomber Push-Up,가슴,중부가슴,대흉근·어깨,삼두근,맨몸,Compound,Intermediate
964,슈도 플란체 푸시업,Pseudo Planche Push-Up,가슴,중부가슴,대흉근·전면삼각근,코어,맨몸,Compound,Advanced
965,원암 푸시업,One-Arm Push-Up,가슴,중부가슴,대흉근,삼두근·코어,맨몸,Compound,Advanced
966,닐링 푸시업,Kneeling Push-Up,가슴,중부가슴,대흉근,삼두근,맨몸,Compound,Beginner
967,템포 푸시업,Tempo Push-Up,가슴,중부가슴,대흉근,삼두근,맨몸,Compound,Beginner
968,스트레이트 바 딥,Straight Bar Dip,팔,삼두근,삼두근,대흉근,맨몸,Compound,Intermediate
969,L-싯 풀업,L-Sit Pull-Up,등,광배근,광배근·복직근,이두근,맨몸,Compound,Advanced
970,타입라이터 풀업,Typewriter Pull-Up,등,광배근,광배근,이두근,맨몸,Compound,Advanced
971,클로즈 그립 친업,Close-Grip Chin-Up,등,광배근,광배근·이두근,능형근,맨몸,Compound,Intermediate
972,싱글 암 인버티드 로우,Single-Arm Inverted Row,등,광배근,광배근,이두근,맨몸,Compound,Advanced
973,스캐퓰러 푸시업,Scapular Push-Up,등,전거근,전거근,능형근,맨몸,Isolation,Beginner
974,스캐퓰러 딥,Scapular Dip,등,하부승모근,하부승모근,능형근,맨몸,Isolation,Beginner
975,월 워크,Wall Walk,전신,맨몸기술,어깨·코어,삼두근,맨몸,Compound,Advanced
976,프리스탠딩 핸드스탠드,Freestanding Handstand,어깨,맨몸기술,삼각근,코어·전완근,맨몸,Isolation,Advanced
977,쉬림프 스쿼트,Shrimp Squat,하체,대퇴사두,대퇴사두·둔근,코어,맨몸,Compound,Advanced
978,어시스티드 피스톨 스쿼트,Assisted Pistol Squat,하체,대퇴사두,대퇴사두·둔근,코어,맨몸,Compound,Intermediate
979,행잉 L-싯,Hanging L-Sit,코어,복직근,복직근,고관절굴근,맨몸,Isolation,Advanced
980,액티브 행,Active Hang,등,광배근,광배근·하부승모근,전완근,맨몸,Isolation,Beginner
981,글루트 브릿지 어브덕션,Glute Bridge with Abduction,하체,둔근,대둔근·중둔근,햄스트링,밴드,Isolation,Beginner
982,슈퍼맨 풀,Superman Pull,등,척추기립근,척추기립근·하부승모근,후면삼각근,맨몸,Isolation,Beginner
983,리버스 스노우 엔젤,Reverse Snow Angel,등,하부승모근,중하부승모근,후면삼각근,맨몸,Isolation,Beginner
984,노 머니 익서사이즈,No-Money Exercise,어깨,재활,극하근·소원근,후면삼각근,밴드,Isolation,Beginner
985,스쿼트 잭,Squat Jack,유산소,컨디셔닝,대퇴사두·둔근,내전근,맨몸,Compound,Beginner
986,플랭크 잭,Plank Jack,코어,복직근,복직근,어깨,맨몸,Compound,Beginner
987,크로스바디 마운틴 클라이머,Cross-Body Mountain Climber,코어,복사근,복사근,고관절굴근,맨몸,Compound,Beginner
988,워킹 푸시업,Walking Push-Up,가슴,중부가슴,대흉근,어깨·코어,맨몸,Compound,Intermediate
989,펄스 런지,Pulse Lunge,하체,대퇴사두,대퇴사두·둔근,햄스트링,맨몸,Isolation,Beginner
990,펄스 스쿼트,Pulse Squat,하체,대퇴사두,대퇴사두·둔근,내전근,맨몸,Isolation,Beginner
991,덕 워크,Duck Walk,하체,대퇴사두,대퇴사두·둔근,종아리,맨몸,Compound,Intermediate
992,백워드 베어 크롤,Backward Bear Crawl,전신,기능성,어깨·코어,대퇴사두,맨몸,Compound,Beginner
993,라테럴 크랩 워크,Lateral Crab Walk,전신,기능성,삼두근·둔근,코어,맨몸,Compound,Beginner
994,하이 니 스킵,High-Knee Skip,유산소,컨디셔닝,고관절굴근,대퇴사두,맨몸,Compound,Beginner
995,토 탭,Toe Tap,유산소,컨디셔닝,고관절굴근,비복근,맨몸,Compound,Beginner
996,스텝 잭,Step Jack,유산소,컨디셔닝,둔근·삼각근,비복근,맨몸,Compound,Beginner
997,플랭크 토 탭,Plank Toe Tap,코어,복직근,복직근,어깨,맨몸,Isolation,Beginner
998,사이드 플랭크 로테이션,Side Plank Rotation,코어,복사근,복사근,어깨,맨몸,Isolation,Intermediate
999,버드독 크런치,Bird Dog Crunch,코어,복직근,복직근,둔근,맨몸,Isolation,Beginner
1000,스위머,Swimmer Exercise,등,척추기립근,척추기립근,둔근·후면삼각근,맨몸,Isolation,Beginner
1001,뉴트럴 그립 인클라인 덤벨 프레스,Neutral-Grip Incline Dumbbell Press,가슴,상부가슴,대흉근 상부,삼두근,덤벨,Compound,Beginner
1002,뉴트럴 그립 디클라인 덤벨 프레스,Neutral-Grip Decline Dumbbell Press,가슴,하부가슴,대흉근 하부,삼두근,덤벨,Compound,Beginner
1003,스위스바 벤치프레스,Swiss Bar Bench Press,가슴,중부가슴,대흉근,삼두근,바벨,Compound,Intermediate
1004,스위스바 오버헤드 프레스,Swiss Bar Overhead Press,어깨,전면삼각근,전면삼각근,삼두근,바벨,Compound,Intermediate
1005,스위스바 클로즈 그립 프레스,Swiss Bar Close-Grip Press,팔,삼두근,삼두근,대흉근,바벨,Compound,Intermediate
1006,인클라인 벤치 케이블 프레스,Incline Bench Cable Press,가슴,상부가슴,대흉근 상부,삼두근,케이블,Compound,Intermediate
1007,시티드 케이블 체스트 프레스,Seated Cable Chest Press,가슴,중부가슴,대흉근,삼두근,케이블,Compound,Beginner
1008,디클라인 바벨 풀오버,Decline Barbell Pullover,가슴,중부가슴,대흉근,광배근,바벨,Isolation,Intermediate
1009,바벨 풀오버,Barbell Pullover,가슴,중부가슴,대흉근,광배근,바벨,Isolation,Intermediate
1010,스미스 머신 플로어 프레스,Smith Machine Floor Press,가슴,중부가슴,대흉근,삼두근,스미스,Compound,Beginner
1011,리버스 그립 덤벨 프레스,Reverse-Grip Dumbbell Press,가슴,상부가슴,대흉근 상부,삼두근,덤벨,Compound,Intermediate
1012,와이드 그립 딥스,Wide-Grip Dip,가슴,하부가슴,대흉근 하부,삼두근,맨몸,Compound,Intermediate
1013,클로즈 그립 딥스,Close-Grip Dip,팔,삼두근,삼두근,대흉근,맨몸,Compound,Intermediate
1014,포워드 린 딥스,Forward-Lean Dip,가슴,하부가슴,대흉근 하부,삼두근,맨몸,Compound,Intermediate
1015,밴드 어시스티드 딥스,Band-Assisted Dip,가슴,하부가슴,대흉근,삼두근,밴드,Compound,Beginner
1016,체스트 서포티드 덤벨 로우,Chest-Supported Dumbbell Row,등,능형근,능형근·광배근,후면삼각근,덤벨,Compound,Beginner
1017,인클라인 벤치 바벨 로우,Incline Bench Barbell Row,등,능형근,능형근·광배근,후면삼각근,바벨,Compound,Intermediate
1018,와이드 그립 시티드 로우,Wide-Grip Seated Row,등,광배근,광배근·후면삼각근,능형근,케이블,Compound,Beginner
1019,언더핸드 시티드 케이블 로우,Underhand Seated Cable Row,등,광배근,광배근·이두근,능형근,케이블,Compound,Beginner
1020,케틀벨 벤트오버 로우,Kettlebell Bent-Over Row,등,광배근,광배근,능형근,케틀벨,Compound,Beginner
1021,더블 케틀벨 로우,Double Kettlebell Row,등,광배근,광배근·능형근,후면삼각근,케틀벨,Compound,Intermediate
1022,인클라인 케이블 로우,Incline Cable Row,등,광배근,광배근,후면삼각근,케이블,Compound,Beginner
1023,하이 케이블 로우,High Cable Row,등,광배근,광배근 상부,후면삼각근,케이블,Compound,Beginner
1024,로우 케이블 로우,Low Cable Row,등,광배근,광배근 하부,이두근,케이블,Compound,Beginner
1025,클로즈 뉴트럴 랫 풀다운,Close Neutral-Grip Lat Pulldown,등,광배근,광배근 하부,이두근,케이블,Compound,Beginner
1026,비하인드 넥 풀업,Behind-the-Neck Pull-Up,등,광배근,광배근 상부,능형근,맨몸,Compound,Advanced
1027,미디엄 그립 풀업,Medium-Grip Pull-Up,등,광배근,광배근,이두근,맨몸,Compound,Intermediate
1028,믹스드 그립 풀업,Mixed-Grip Pull-Up,등,광배근,광배근·이두근,능형근,맨몸,Compound,Intermediate
1029,슈퍼 와이드 그립 풀다운,Super-Wide-Grip Pulldown,등,광배근,광배근 상부,능형근,케이블,Compound,Beginner
1030,시티드 케이블 페이스 풀,Seated Cable Face Pull,어깨,후면삼각근,후면삼각근,능형근,케이블,Isolation,Beginner
1031,시티드 비하인드 넥 프레스,Seated Behind-the-Neck Press,어깨,측면삼각근,측면·후면삼각근,삼두근,바벨,Compound,Advanced
1032,핀 숄더 프레스,Pin Shoulder Press,어깨,전면삼각근,전면삼각근,삼두근,바벨,Compound,Advanced
1033,스미스 머신 브래드포드 프레스,Smith Machine Bradford Press,어깨,측면삼각근,전면·측면삼각근,삼두근,스미스,Compound,Intermediate
1034,시티드 케틀벨 프레스,Seated Kettlebell Press,어깨,전면삼각근,전면삼각근,삼두근,케틀벨,Compound,Intermediate
1035,체스트 서포티드 리어 델트 레이즈,Chest-Supported Rear Delt Raise,어깨,후면삼각근,후면삼각근,능형근,덤벨,Isolation,Beginner
1036,와이드 케이블 페이스 풀,Wide Cable Face Pull,어깨,후면삼각근,후면삼각근,능형근,케이블,Isolation,Beginner
1037,디클라인 벤치 리어 델트 레이즈,Decline Bench Rear Delt Raise,어깨,후면삼각근,후면삼각근,능형근,덤벨,Isolation,Intermediate
1038,플레이트 로디드 레터럴 레이즈 머신,Plate-Loaded Lateral Raise Machine,어깨,측면삼각근,측면삼각근,상부승모근,머신,Isolation,Beginner
1039,밴드 Y 레이즈,Band Y-Raise,어깨,재활,하부승모근,후면삼각근,밴드,Isolation,Beginner
1040,라잉 케이블 리어 델트 레이즈,Lying Cable Rear Delt Raise,어깨,후면삼각근,후면삼각근,능형근,케이블,Isolation,Intermediate
1041,비하인드 넥 푸시 프레스,Behind-the-Neck Push Press,어깨,측면삼각근,측면삼각근·대퇴사두,삼두근,바벨,Compound,Advanced
1042,케틀벨 프론트 레이즈,Kettlebell Front Raise,어깨,전면삼각근,전면삼각근,상부승모근,케틀벨,Isolation,Beginner
1043,케이블 인터널 로테이션,Cable Internal Rotation,어깨,재활,견갑하근,대흉근,케이블,Isolation,Beginner
1044,프론 밴드 풀어파트,Prone Band Pull-Apart,어깨,후면삼각근,후면삼각근,능형근,밴드,Isolation,Beginner
1045,케틀벨 레터럴 레이즈,Kettlebell Lateral Raise,어깨,측면삼각근,측면삼각근,상부승모근,케틀벨,Isolation,Beginner
1046,싱글 암 머신 컬,Single-Arm Machine Curl,팔,이두근,이두근,전완근,머신,Isolation,Beginner
1047,비하인드 백 케이블 컬,Behind-the-Back Cable Curl,팔,이두근,이두근 장두,전완근,케이블,Isolation,Intermediate
1048,프로네이티드 덤벨 컬,Pronated Dumbbell Curl,팔,전완근,상완요골근,이두근,덤벨,Isolation,Intermediate
1049,EZ바 리버스 컬,EZ-Bar Reverse Curl,팔,전완근,상완요골근,이두근,바벨,Isolation,Beginner
1050,케틀벨 해머 컬,Kettlebell Hammer Curl,팔,이두근,이두근·상완근,전완근,케틀벨,Isolation,Beginner
1051,인클라인 덤벨 리버스 컬,Incline Dumbbell Reverse Curl,팔,전완근,상완요골근,이두근,덤벨,Isolation,Intermediate
1052,바 케이블 오버헤드 트라이셉스 익스텐션,Bar Cable Overhead Triceps Extension,팔,삼두근,삼두근 장두,-,케이블,Isolation,Intermediate
1053,덤벨 라잉 트라이셉스 익스텐션,Dumbbell Lying Triceps Extension,팔,삼두근,삼두근,-,덤벨,Isolation,Beginner
1054,싱글 암 덤벨 라잉 익스텐션,Single-Arm Dumbbell Lying Extension,팔,삼두근,삼두근,-,덤벨,Isolation,Intermediate
1055,크로스보디 케이블 익스텐션,Cross-Body Cable Extension,팔,삼두근,삼두근 외측두,-,케이블,Isolation,Intermediate
1056,머신 오버헤드 익스텐션,Machine Overhead Extension,팔,삼두근,삼두근 장두,-,머신,Isolation,Beginner
1057,피트 엘리베이티드 벤치 딥스,Feet-Elevated Bench Dip,팔,삼두근,삼두근,전면삼각근,맨몸,Compound,Intermediate
1058,로프 오버헤드 트라이셉스 익스텐션,Rope Overhead Triceps Extension,팔,삼두근,삼두근 장두,-,케이블,Isolation,Beginner
1059,디클라인 클로즈 그립 벤치프레스,Decline Close-Grip Bench Press,팔,삼두근,삼두근,대흉근 하부,바벨,Compound,Intermediate
1060,인클라인 클로즈 그립 벤치프레스,Incline Close-Grip Bench Press,팔,삼두근,삼두근,대흉근 상부,바벨,Compound,Intermediate
1061,1.5 렙 스쿼트,1.5-Rep Squat,하체,대퇴사두,대퇴사두·둔근,햄스트링,바벨,Compound,Intermediate
1062,1.5 렙 레그 프레스,1.5-Rep Leg Press,하체,대퇴사두,대퇴사두·둔근,햄스트링,머신,Compound,Beginner
1063,1.5 렙 런지,1.5-Rep Lunge,하체,대퇴사두,대퇴사두·둔근,햄스트링,덤벨,Compound,Intermediate
1064,페이즈 레그 익스텐션,Pause Leg Extension,하체,대퇴사두,대퇴사두,-,머신,Isolation,Beginner
1065,페이즈 레그 컬,Pause Leg Curl,하체,햄스트링,햄스트링,비복근,머신,Isolation,Beginner
1066,페이즈 카프 레이즈,Pause Calf Raise,하체,비복근,비복근,가자미근,머신,Isolation,Beginner
1067,비하인드 더 백 데드리프트,Behind-the-Back Deadlift,하체,둔근,둔근·대퇴사두,척추기립근,바벨,Compound,Advanced
1068,데피싯 스모 데드리프트,Deficit Sumo Deadlift,하체,둔근,둔근·내전근,햄스트링,바벨,Compound,Advanced
1069,풀 ROM 레그 프레스,Full ROM Leg Press,하체,대퇴사두,대퇴사두·둔근,햄스트링,머신,Compound,Intermediate
1070,페이즈 불가리안 스플릿 스쿼트,Pause Bulgarian Split Squat,하체,대퇴사두,대퇴사두·둔근,햄스트링,덤벨,Compound,Intermediate
1071,템포 불가리안 스플릿 스쿼트,Tempo Bulgarian Split Squat,하체,대퇴사두,대퇴사두·둔근,햄스트링,덤벨,Compound,Intermediate
1072,데피싯 스플릿 스쿼트,Deficit Split Squat,하체,대퇴사두,대퇴사두·둔근,햄스트링,덤벨,Compound,Intermediate
1073,페이즈 고블릿 스쿼트,Pause Goblet Squat,하체,대퇴사두,대퇴사두·둔근,코어,덤벨,Compound,Beginner
1074,와이드 핵 스쿼트,Wide-Stance Hack Squat,하체,둔근,둔근·내전근,대퇴사두,머신,Compound,Intermediate
1075,클로즈 핵 스쿼트,Close-Stance Hack Squat,하체,대퇴사두,대퇴사두,둔근,머신,Compound,Intermediate
1076,더블 케틀벨 루마니안 데드리프트,Double Kettlebell Romanian Deadlift,하체,햄스트링,햄스트링·둔근,척추기립근,케틀벨,Compound,Intermediate
1077,싱글 레그 글루트 브릿지 마치,Single-Leg Glute Bridge March,하체,둔근,대둔근,코어,맨몸,Isolation,Intermediate
1078,시시 스쿼트 머신,Sissy Squat Machine,하체,대퇴사두,대퇴사두,-,머신,Isolation,Intermediate
1079,위티드 글루트 햄 레이즈,Weighted Glute-Ham Raise,하체,햄스트링,햄스트링·둔근,척추기립근,원판,Compound,Advanced
1080,위티드 리버스 노르딕 컬,Weighted Reverse Nordic Curl,하체,대퇴사두,대퇴사두,고관절굴근,원판,Isolation,Advanced
1081,위티드 토즈 투 바,Weighted Toes-to-Bar,코어,복직근,복직근,광배근,맨몸,Compound,Advanced
1082,캡틴스 체어 트위스팅 레이즈,Captain's Chair Twisting Raise,코어,복사근,복사근,복직근,머신,Isolation,Intermediate
1083,시티드 케이블 우드찹,Seated Cable Woodchop,코어,복사근,복사근,복직근,케이블,Compound,Beginner
1084,위티드 디클라인 싯업,Weighted Decline Sit-Up,코어,복직근,복직근,고관절굴근,원판,Isolation,Intermediate
1085,스위스볼 잭나이프,Stability Ball Jackknife,코어,복직근,복직근,어깨,짐볼,Compound,Intermediate
1086,드래곤 플래그 네거티브,Dragon Flag Negative,코어,복직근,복직근,광배근,맨몸,Isolation,Advanced
1087,안티 로테이션 홀드,Anti-Rotation Hold,코어,복사근,복사근·복횡근,복직근,케이블,Isolation,Intermediate
1088,사이드 플랭크 위드 리치,Side Plank with Reach,코어,복사근,복사근,어깨,맨몸,Isolation,Intermediate
1089,플랭크 위드 레그 리프트,Plank with Leg Lift,코어,복직근,복직근,둔근,맨몸,Isolation,Intermediate
1090,보트 투 로우 보트,Boat-to-Low-Boat,코어,복직근,복직근,고관절굴근,맨몸,Isolation,Intermediate
1091,수트케이스 캐리,Suitcase Carry,코어,복사근,복사근·전완근,승모근,덤벨,Compound,Beginner
1092,오버헤드 바벨 캐리,Overhead Barbell Carry,어깨,삼각근,삼각근·코어,승모근,바벨,Compound,Advanced
1093,더블 케틀벨 프론트 랙 캐리,Double Kettlebell Front Rack Carry,코어,코어,코어·전완근,승모근,케틀벨,Compound,Intermediate
1094,보텀업 케틀벨 캐리,Bottoms-Up Kettlebell Carry,어깨,전완근,전완근·어깨,코어,케틀벨,Compound,Intermediate
1095,트랩바 캐리,Trap Bar Carry,전신,전완근,전완근·승모근,코어,바벨,Compound,Beginner
1096,플레이트 핀치 캐리,Plate Pinch Carry,팔,전완근,전완 굴근,승모근,원판,Compound,Intermediate
1097,샌드백 숄더링,Sandbag Shouldering,전신,둔근,둔근·척추기립근,광배근,기타,Compound,Advanced
1098,샌드백 클린,Sandbag Clean,전신,둔근,둔근·햄스트링,승모근,기타,Compound,Intermediate
1099,샌드백 스쿼트,Sandbag Squat,하체,대퇴사두,대퇴사두·둔근,코어,기타,Compound,Beginner
1100,샌드백 런지,Sandbag Lunge,하체,대퇴사두,대퇴사두·둔근,코어,기타,Compound,Beginner
1101,이센트릭 친업,Eccentric Chin-Up,등,광배근,광배근·이두근,능형근,맨몸,Compound,Intermediate
1102,이센트릭 벤치프레스,Eccentric Bench Press,가슴,중부가슴,대흉근,삼두근,바벨,Compound,Advanced
1103,이센트릭 스쿼트,Eccentric Squat,하체,대퇴사두,대퇴사두·둔근,햄스트링,바벨,Compound,Advanced
1104,이센트릭 데드리프트,Eccentric Deadlift,등,척추기립근,둔근·햄스트링,승모근,바벨,Compound,Advanced
1105,이센트릭 레그 컬,Eccentric Leg Curl,하체,햄스트링,햄스트링,비복근,머신,Isolation,Intermediate
1106,파셜 데드리프트,Partial Deadlift,등,척추기립근,척추기립근·둔근,승모근,바벨,Compound,Intermediate
1107,파셜 스쿼트,Partial Squat,하체,대퇴사두,대퇴사두,둔근,바벨,Compound,Intermediate
1108,파셜 레터럴 레이즈,Partial Lateral Raise,어깨,측면삼각근,측면삼각근,상부승모근,덤벨,Isolation,Beginner
1109,파셜 바벨 컬,Partial Barbell Curl,팔,이두근,이두근,전완근,바벨,Isolation,Beginner
1110,톱 하프 레그 익스텐션,Top-Half Leg Extension,하체,대퇴사두,대퇴사두,-,머신,Isolation,Beginner
1111,바텀 하프 스쿼트,Bottom-Half Squat,하체,대퇴사두,대퇴사두·둔근,햄스트링,바벨,Compound,Intermediate
1112,아이소메트릭 벤치 홀드,Isometric Bench Hold,가슴,중부가슴,대흉근,삼두근,바벨,Isolation,Intermediate
1113,아이소메트릭 스쿼트 홀드,Isometric Squat Hold,하체,대퇴사두,대퇴사두·둔근,코어,바벨,Isolation,Intermediate
1114,아이소메트릭 데드리프트 홀드,Isometric Deadlift Hold,등,척추기립근,둔근·햄스트링,승모근,바벨,Isolation,Advanced
1115,아이소메트릭 컬 홀드,Isometric Curl Hold,팔,이두근,이두근,전완근,덤벨,Isolation,Beginner
1116,아이소메트릭 레터럴 레이즈 홀드,Isometric Lateral Raise Hold,어깨,측면삼각근,측면삼각근,상부승모근,덤벨,Isolation,Intermediate
1117,아이소메트릭 풀업 홀드,Isometric Pull-Up Hold,등,광배근,광배근,이두근,맨몸,Isolation,Intermediate
1118,아이소메트릭 푸시업 홀드,Isometric Push-Up Hold,가슴,중부가슴,대흉근,삼두근,맨몸,Isolation,Beginner
1119,템포 풀업,Tempo Pull-Up,등,광배근,광배근,이두근,맨몸,Compound,Intermediate
1120,템포 레그 프레스,Tempo Leg Press,하체,대퇴사두,대퇴사두·둔근,햄스트링,머신,Compound,Beginner
1121,템포 로우,Tempo Row,등,광배근,광배근·능형근,후면삼각근,바벨,Compound,Intermediate
1122,템포 오버헤드 프레스,Tempo Overhead Press,어깨,전면삼각근,전면삼각근,삼두근,바벨,Compound,Intermediate
1123,템포 컬,Tempo Curl,팔,이두근,이두근,전완근,덤벨,Isolation,Beginner
1124,템포 레터럴 레이즈,Tempo Lateral Raise,어깨,측면삼각근,측면삼각근,상부승모근,덤벨,Isolation,Beginner
1125,이센트릭 노르딕 컬,Eccentric Nordic Curl,하체,햄스트링,햄스트링,둔근,맨몸,Isolation,Advanced
1126,이센트릭 카프 레이즈,Eccentric Calf Raise,하체,비복근,비복근,가자미근,맨몸,Isolation,Beginner
1127,파셜 레그 프레스,Partial Leg Press,하체,대퇴사두,대퇴사두,둔근,머신,Compound,Beginner
1128,파셜 풀다운,Partial Pulldown,등,광배근,광배근,이두근,케이블,Compound,Beginner
1129,1.25 렙 벤치프레스,1.25-Rep Bench Press,가슴,중부가슴,대흉근,삼두근,바벨,Compound,Intermediate
1130,1.5 렙 숄더 프레스,1.5-Rep Shoulder Press,어깨,전면삼각근,전면삼각근,삼두근,바벨,Compound,Intermediate
1131,싱글 암 머신 숄더 프레스,Single-Arm Machine Shoulder Press,어깨,전면삼각근,전면삼각근,삼두근,머신,Compound,Beginner
1132,싱글 암 머신 랫 풀다운,Single-Arm Machine Lat Pulldown,등,광배근,광배근,이두근,머신,Compound,Beginner
1133,싱글 암 머신 리어 델트,Single-Arm Machine Rear Delt,어깨,후면삼각근,후면삼각근,능형근,머신,Isolation,Beginner
1134,싱글 암 펙덱 플라이,Single-Arm Pec Deck Fly,가슴,중부가슴,대흉근,전면삼각근,머신,Isolation,Beginner
1135,싱글 암 케이블 풀다운,Single-Arm Cable Pulldown,등,광배근,광배근,이두근,케이블,Compound,Intermediate
1136,싱글 암 랜드마인 로우,Single-Arm Landmine Row,등,광배근,광배근,후면삼각근,랜드마인,Compound,Intermediate
1137,싱글 암 스미스 로우,Single-Arm Smith Row,등,광배근,광배근,능형근,스미스,Compound,Beginner
1138,싱글 암 덤벨 스컬크러셔,Single-Arm Dumbbell Skull Crusher,팔,삼두근,삼두근,-,덤벨,Isolation,Intermediate
1139,싱글 암 케이블 크런치,Single-Arm Cable Crunch,코어,복사근,복사근·복직근,-,케이블,Isolation,Intermediate
1140,싱글 암 케틀벨 클린,Single-Arm Kettlebell Clean,전신,둔근,둔근·햄스트링,승모근,케틀벨,Compound,Intermediate
1141,싱글 암 케틀벨 스내치,Single-Arm Kettlebell Snatch,전신,둔근,둔근·삼각근,코어,케틀벨,Compound,Advanced
1142,원암 풀업,One-Arm Pull-Up,등,광배근,광배근,이두근·코어,맨몸,Compound,Advanced
1143,싱글 레그 머신 힙 쓰러스트,Single-Leg Machine Hip Thrust,하체,둔근,대둔근,햄스트링,머신,Isolation,Intermediate
1144,싱글 암 덤벨 플로어 프레스,Single-Arm Dumbbell Floor Press,가슴,중부가슴,대흉근,삼두근·코어,덤벨,Compound,Intermediate
1145,싱글 암 오버헤드 캐리,Single-Arm Overhead Carry,어깨,삼각근,삼각근·코어,전완근,덤벨,Compound,Intermediate
1146,싱글 암 덤벨 데드리프트,Single-Arm Dumbbell Deadlift,하체,둔근,둔근·햄스트링,척추기립근,덤벨,Compound,Beginner
1147,닐링 싱글 암 케이블 로우,Kneeling Single-Arm Cable Row,등,광배근,광배근,이두근,케이블,Compound,Beginner
1148,닐링 싱글 암 랫 풀다운,Kneeling Single-Arm Lat Pulldown,등,광배근,광배근,이두근,케이블,Compound,Beginner
1149,바벨 싱글 레그 루마니안 데드리프트,Barbell Single-Leg Romanian Deadlift,하체,햄스트링,햄스트링·둔근,코어,바벨,Compound,Advanced
1150,닐링 싱글 암 케이블 컬,Kneeling Single-Arm Cable Curl,팔,이두근,이두근,전완근,케이블,Isolation,Beginner
1151,컨티뉴어스 박스 점프,Continuous Box Jump,전신,플라이오메트릭,대퇴사두·둔근,비복근,맨몸,Compound,Intermediate
